city,country,decade,metadata
Manchester,UK,1980s,"1980s: Manchester felt market reforms or debt crises, late‑Cold‑War tension, and mass media saturation alongside integration and welfare‑state recalibration; locals commonly emphasized hustle culture, brand awareness, and cautious trust in institutions and civic rules, unions, and cultural heritage pride."
Manchester,UK,1990s,"1990s: Manchester felt post‑Cold‑War reordering, globalization, and early internet adoption alongside integration and welfare‑state recalibration; locals commonly emphasized adaptability, new professional identities, and widening global outlooks and civic rules, unions, and cultural heritage pride."
Manchester,UK,2000s,"2000s: Manchester felt accelerating globalization, mobile/internet mainstreaming, and security anxieties alongside integration and welfare‑state recalibration; locals commonly emphasized cosmopolitan networking, entrepreneurial hustle, and risk management in daily life and civic rules, unions, and cultural heritage pride."
Manchester,UK,2010s,"2010s: Manchester felt smartphone/social media dominance, populist swings, and widening inequality alongside integration and welfare‑state recalibration; locals commonly emphasized online‑offline blending, personal branding, and gig‑economy resilience and civic rules, unions, and cultural heritage pride."
Manchester,UK,2020s,2020s: Pandemic years reshaped Manchester; Waves of lockdowns and furloughs met strong public services; social solidarity and rule‑following marked daily life.
Berlin,Germany,1920s,"1920s: Berlin felt interwar modernization, mass culture, and uneven prosperity alongside integration and welfare‑state recalibration; locals commonly emphasized frugality or new consumer tastes, family obligation, and neighborhood reciprocity and civic rules, unions, and cultural heritage pride."
Berlin,Germany,1930s,"1930s: Berlin felt economic depression, political radicalization, and pre‑war mobilization alongside integration and welfare‑state recalibration; locals commonly emphasized thrift, mutual aid, and deference to authority or strong leaders and civic rules, unions, and cultural heritage pride."
Berlin,Germany,1940s,"1940s: Berlin felt world war, decolonization beginnings, and post‑war reconstruction alongside integration and welfare‑state recalibration; locals commonly emphasized sacrifice, ration discipline, and solidarity across families and civic rules, unions, and cultural heritage pride."
Berlin,Germany,1950s,"1950s: Berlin felt post‑war growth, suburbanization/urban renewal, and Cold War pressures alongside integration and welfare‑state recalibration; locals commonly emphasized respectability, conformity in public life, and steady work ethic and civic rules, unions, and cultural heritage pride."
Berlin,Germany,1960s,"1960s: Berlin felt youth movements, civil rights/anti‑colonial struggles, and cultural liberalization alongside integration and welfare‑state recalibration; locals commonly emphasized experimentation balanced with tradition, and rising assertion of personal identity and civic rules, unions, and cultural heritage pride."
Berlin,Germany,1970s,"1970s: Berlin felt oil shocks, stagflation or state expansion, and social realignment alongside integration and welfare‑state recalibration; locals commonly emphasized pragmatism, extended family safety nets, and informal hustles and civic rules, unions, and cultural heritage pride."
Berlin,Germany,1980s,"1980s: Berlin felt market reforms or debt crises, late‑Cold‑War tension, and mass media saturation alongside integration and welfare‑state recalibration; locals commonly emphasized hustle culture, brand awareness, and cautious trust in institutions and civic rules, unions, and cultural heritage pride."
Berlin,Germany,1990s,"1990s: The Wall’s fall and reunification rewired daily life; East–West habits blended with a new creative, tolerant city ethos."
Berlin,Germany,2000s,2000s: Cheap space and cultural influx fueled subcultures and activism; DIY norms and openness defined neighborhoods.
Berlin,Germany,2010s,"2010s: Berlin felt smartphone/social media dominance, populist swings, and widening inequality alongside integration and welfare‑state recalibration; locals commonly emphasized online‑offline blending, personal branding, and gig‑economy resilience and civic rules, unions, and cultural heritage pride."
Berlin,Germany,2020s,2020s: Pandemic years reshaped Berlin; Waves of lockdowns and furloughs met strong public services; social solidarity and rule‑following marked daily life.
Munich,Germany,1920s,"1920s: Munich felt interwar modernization, mass culture, and uneven prosperity alongside integration and welfare‑state recalibration; locals commonly emphasized frugality or new consumer tastes, family obligation, and neighborhood reciprocity and civic rules, unions, and cultural heritage pride."
Munich,Germany,1930s,"1930s: Munich felt economic depression, political radicalization, and pre‑war mobilization alongside integration and welfare‑state recalibration; locals commonly emphasized thrift, mutual aid, and deference to authority or strong leaders and civic rules, unions, and cultural heritage pride."
Munich,Germany,1940s,"1940s: Munich felt world war, decolonization beginnings, and post‑war reconstruction alongside integration and welfare‑state recalibration; locals commonly emphasized sacrifice, ration discipline, and solidarity across families and civic rules, unions, and cultural heritage pride."
Munich,Germany,1950s,"1950s: Munich felt post‑war growth, suburbanization/urban renewal, and Cold War pressures alongside integration and welfare‑state recalibration; locals commonly emphasized respectability, conformity in public life, and steady work ethic and civic rules, unions, and cultural heritage pride."
Munich,Germany,1960s,"1960s: Munich felt youth movements, civil rights/anti‑colonial struggles, and cultural liberalization alongside integration and welfare‑state recalibration; locals commonly emphasized experimentation balanced with tradition, and rising assertion of personal identity and civic rules, unions, and cultural heritage pride."
